Subject_ID,Trial,Word_List,Recalled_Words,Recall_Count,Intrusions,Intrusion_Count,Clustering_Score
22,5,"Italy, Spain, China, Red, Blue, White, Falcon, Pigeon, Robin, Dubai, Toronto, Cairo","China, White, Spain, Toronto, Italy, Pigeon, Dubai, Robin, Red, Falcon",10,China,1,0.72
22,6,"Italy, Spain, China, Red, Blue, White, Falcon, Pigeon, Robin, Dubai, Toronto, Cairo","Blue, Toronto, Italy, Spain, China, White, Cairo, Dubai",8,,0,0.06
23,1,"Brazil, China, France, Black, Orange, Purple, Pigeon, Peacock, Parrot, New York, Cairo, Tokyo","New York, Tokyo, China, Orange, Pigeon, Cairo, Peacock, Purple, Black, Parrot",10,"Parrot, China, Penguin",3,0.55
23,2,"Brazil, China, France, Black, Orange, Purple, Pigeon, Peacock, Parrot, New York, Cairo, Tokyo","Purple, Peacock, Orange, Brazil, Parrot, Tokyo, China, Pigeon, Cairo, Black, New York, France",12,,0,0.39
23,3,"Brazil, China, France, Black, Orange, Purple, Pigeon, Peacock, Parrot, New York, Cairo, Tokyo","Purple, Parrot, New York, China, Brazil, France, Black, Orange",8,,0,0.45
23,4,"Brazil, China, France, Black, Orange, Purple, Pigeon, Peacock, Parrot, New York, Cairo, Tokyo","China, Tokyo, Peacock, Brazil, Orange, Pigeon, France, Black, Parrot, Cairo",10,Owl,1,0.19
23,5,"Brazil, China, France, Black, Orange, Purple, Pigeon, Peacock, Parrot, New York, Cairo, Tokyo","Black, Cairo, Purple, China, Pigeon, Orange, Parrot, Peacock, France, New York",10,,0,0.86
23,6,"Brazil, China, France, Black, Orange, Purple, Pigeon, Peacock, Parrot, New York, Cairo, Tokyo","Pigeon, Cairo, France, Brazil, Tokyo, New York",6,"Pigeon, Purple",2,0.23
24,1,"France, Spain, Brazil, Green, Yellow, White, Peacock, Robin, Falcon, Sydney, Dubai, Paris","Peacock, Sydney, Falcon, Spain, France, Robin, Paris, Dubai",8,,0,0.77
24,2,"France, Spain, Brazil, Green, Yellow, White, Peacock, Robin, Falcon, Sydney, Dubai, Paris","Robin, Green, Falcon, France, Paris, Yellow, Dubai",7,,0,0.84
24,3,"France, Spain, Brazil, Green, Yellow, White, Peacock, Robin, Falcon, Sydney, Dubai, Paris","Brazil, Sydney, Spain, Dubai, Green, Falcon, Robin, Yellow, Peacock, White",10,"Berlin, India",2,0.63
24,4,"France, Spain, Brazil, Green, Yellow, White, Peacock, Robin, Falcon, Sydney, Dubai, Paris","White, Paris, Brazil, Dubai, Yellow, France, Peacock, Green, Falcon, Robin, Spain, Sydney",12,China,1,0.78
24,5,"France, Spain, Brazil, Green, Yellow, White, Peacock, Robin, Falcon, Sydney, Dubai, Paris","Brazil, France, White, Dubai, Paris, Yellow",6,Cairo,1,0.84
24,6,"France, Spain, Brazil, Green, Yellow, White, Peacock, Robin, Falcon, Sydney, Dubai, Paris","Falcon, Dubai, White, Yellow, Robin, Brazil, France, Green, Peacock, Paris",10,"Yellow, Orange, Toronto",3,0.49
25,1,"Brazil, Italy, Canada, White, Green, Pink, Parrot, Falcon, Pigeon, Tokyo, Rome, Berlin","Canada, Rome, Parrot, White, Pink, Pigeon, Tokyo, Italy, Berlin, Falcon, Green, Brazil",12,"Spain, Peacock, Mexico",3,0.0
25,2,"Brazil, Italy, Canada, White, Green, Pink, Parrot, Falcon, Pigeon, Tokyo, Rome, Berlin","Pigeon, Green, Brazil, Tokyo, Rome, Pink",6,"Cairo, Sydney",2,0.25
25,3,"Brazil, Italy, Canada, White, Green, Pink, Parrot, Falcon, Pigeon, Tokyo, Rome, Berlin","Pigeon, Berlin, Pink, Falcon, Brazil, Tokyo, Canada",7,India,1,0.19
25,4,"Brazil, Italy, Canada, White, Green, Pink, Parrot, Falcon, Pigeon, Tokyo, Rome, Berlin","White, Rome, Pigeon, Green, Pink, Falcon, Canada, Brazil",8,"Blue, Red",2,0.61
25,5,"Brazil, Italy, Canada, White, Green, Pink, Parrot, Falcon, Pigeon, Tokyo, Rome, Berlin","Green, Pink, Falcon, Tokyo, White, Parrot, Berlin, Brazil, Rome, Pigeon",10,Tokyo,1,0.5
25,6,"Brazil, Italy, Canada, White, Green, Pink, Parrot, Falcon, Pigeon, Tokyo, Rome, Berlin","Pink, Italy, White, Tokyo, Falcon, Green, Berlin, Parrot, Canada, Brazil",10,,0,0.84
26,1,"Brazil, Germany, Italy, Blue, Brown, Black, Pigeon, Falcon, Parrot, Rome, Sydney, Cairo","Brazil, Falcon, Sydney, Pigeon, Cairo, Blue, Italy, Brown, Black",9,"Dubai, India, New York",3,0.61
26,2,"Brazil, Germany, Italy, Blue, Brown, Black, Pigeon, Falcon, Parrot, Rome, Sydney, Cairo","Rome, Cairo, Parrot, Sydney, Brazil, Black, Pigeon, Brown, Germany, Falcon, Italy",11,,0,0.25
26,3,"Brazil, Germany, Italy, Blue, Brown, Black, Pigeon, Falcon, Parrot, Rome, Sydney, Cairo","Falcon, Sydney, Brown, Brazil, Blue, Rome, Italy, Pigeon, Cairo, Parrot, Germany",11,"Yellow, Parrot",2,0.0
26,4,"Brazil, Germany, Italy, Blue, Brown, Black, Pigeon, Falcon, Parrot, Rome, Sydney, Cairo","Blue, Brazil, Rome, Germany, Brown, Cairo, Parrot, Italy",8,White,1,0.45
26,5,"Brazil, Germany, Italy, Blue, Brown, Black, Pigeon, Falcon, Parrot, Rome, Sydney, Cairo","Sydney, Cairo, Rome, Germany, Black, Brown",6,"New York, Italy",2,1.0
26,6,"Brazil, Germany, Italy, Blue, Brown, Black, Pigeon, Falcon, Parrot, Rome, Sydney, Cairo","Black, Cairo, Rome, Sydney, Falcon, Brown, Germany, Parrot, Blue, Italy, Brazil",11,Robin,1,0.7
27,1,"Japan, France, Mexico, Pink, Yellow, Red, Sparrow, Peacock, Falcon, Paris, Sydney, Toronto","France, Red, Sydney, Sparrow, Pink, Paris",6,"White, Purple, Sydney",3,0.04
27,2,"Japan, France, Mexico, Pink, Yellow, Red, Sparrow, Peacock, Falcon, Paris, Sydney, Toronto","Sparrow, Mexico, Japan, Sydney, France, Falcon",6,,0,0.21
27,3,"Japan, France, Mexico, Pink, Yellow, Red, Sparrow, Peacock, Falcon, Paris, Sydney, Toronto","France, Red, Sydney, Sparrow, Peacock, Yellow",6,Pigeon,1,0.09
27,4,"Japan, France, Mexico, Pink, Yellow, Red, Sparrow, Peacock, Falcon, Paris, Sydney, Toronto","Japan, Sydney, Pink, France, Yellow, Falcon, Sparrow",7,"Pink, Brown",2,0.04
27,5,"Japan, France, Mexico, Pink, Yellow, Red, Sparrow, Peacock, Falcon, Paris, Sydney, Toronto","Japan, Mexico, France, Yellow, Paris, Red, Sydney",7,"Owl, Eagle, Red",3,0.58
27,6,"Japan, France, Mexico, Pink, Yellow, Red, Sparrow, Peacock, Falcon, Paris, Sydney, Toronto","Red, Toronto, Mexico, Falcon, France, Yellow, Sydney, Japan, Paris, Sparrow, Peacock, Pink",12,"Penguin, Brazil, Black",3,0.26
28,1,"Spain, Mexico, France, Red, Brown, Purple, Parrot, Owl, Eagle, Rome, Sydney, Tokyo","Owl, Sydney, Tokyo, Rome, France, Red, Brown",7,Owl,1,0.5
28,2,"Spain, Mexico, France, Red, Brown, Purple, Parrot, Owl, Eagle, Rome, Sydney, Tokyo","Rome, France, Brown, Sydney, Eagle, Purple, Red, Owl, Mexico, Spain, Tokyo",11,Italy,1,0.32
28,3,"Spain, Mexico, France, Red, Brown, Purple, Parrot, Owl, Eagle, Rome, Sydney, Tokyo","Spain, Rome, Owl, Mexico, Brown, Sydney, Tokyo",7,Pink,1,0.1
28,4,"Spain, Mexico, France, Red, Brown, Purple, Parrot, Owl, Eagle, Rome, Sydney, Tokyo","Brown, Parrot, Tokyo, Red, Sydney, Owl, Rome, France, Mexico",9,"Canada, Penguin, Yellow",3,0.72
28,5,"Spain, Mexico, France, Red, Brown, Purple, Parrot, Owl, Eagle, Rome, Sydney, Tokyo","Parrot, France, Brown, Owl, Spain, Sydney, Red, Purple, Mexico",9,,0,0.77
28,6,"Spain, Mexico, France, Red, Brown, Purple, Parrot, Owl, Eagle, Rome, Sydney, Tokyo","Spain, Red, Sydney, Parrot, Brown, Eagle, Rome, Tokyo, Mexico, France, Purple, Owl",12,"Canada, Germany",2,0.35
29,1,"Germany, France, Italy, Black, Brown, Purple, Sparrow, Hawk, Falcon, Dubai, Rome, Sydney","France, Germany, Sydney, Brown, Dubai, Rome, Falcon, Purple",8,India,1,0.65
29,2,"Germany, France, Italy, Black, Brown, Purple, Sparrow, Hawk, Falcon, Dubai, Rome, Sydney","Italy, Dubai, Falcon, Germany, Sparrow, Black, Rome, Brown, Hawk, Purple",10,"Germany, Spain, Parrot",3,0.79
29,3,"Germany, France, Italy, Black, Brown, Purple, Sparrow, Hawk, Falcon, Dubai, Rome, Sydney","Black, Germany, Hawk, Sparrow, Purple, Sydney, Dubai, France, Rome, Italy, Falcon",11,France,1,0.24
29,4,"Germany, France, Italy, Black, Brown, Purple, Sparrow, Hawk, Falcon, Dubai, Rome, Sydney","Sydney, France, Purple, Sparrow, Italy, Brown, Hawk, Falcon, Dubai, Rome",10,,0,0.18
29,5,"Germany, France, Italy, Black, Brown, Purple, Sparrow, Hawk, Falcon, Dubai, Rome, Sydney","Sydney, Italy, Germany, Rome, Black, France, Purple, Brown, Hawk, Dubai, Sparrow, Falcon",12,"Paris, New York",2,0.29
29,6,"Germany, France, Italy, Black, Brown, Purple, Sparrow, Hawk, Falcon, Dubai, Rome, Sydney","Rome, Brown, Sparrow, Falcon, France, Black",6,"India, White",2,0.93
30,1,"Canada, Germany, France, Yellow, Red, Orange, Peacock, Falcon, Pigeon, Toronto, Sydney, London","Pigeon, Orange, Canada, Germany, Red, France, Toronto, Falcon, Peacock",9,"Berlin, Rome, Red",3,0.53
30,2,"Canada, Germany, France, Yellow, Red, Orange, Peacock, Falcon, Pigeon, Toronto, Sydney, London","Sydney, France, Germany, Canada, Peacock, Red, Orange, Pigeon, Yellow",9,"Canada, New York",2,0.79
30,3,"Canada, Germany, France, Yellow, Red, Orange, Peacock, Falcon, Pigeon, Toronto, Sydney, London","Yellow, London, Toronto, Pigeon, Falcon, Red",6,"Robin, Berlin, Yellow",3,0.8
30,4,"Canada, Germany, France, Yellow, Red, Orange, Peacock, Falcon, Pigeon, Toronto, Sydney, London","Yellow, Peacock, Falcon, London, Orange, Sydney, Canada, Pigeon, Red, France, Germany",11,"Orange, Toronto, Eagle",3,0.12
30,5,"Canada, Germany, France, Yellow, Red, Orange, Peacock, Falcon, Pigeon, Toronto, Sydney, London","Sydney, Red, Germany, Orange, Yellow, Falcon, Toronto, France, Peacock, Canada",10,"Mexico, Red, Rome",3,0.17
30,6,"Canada, Germany, France, Yellow, Red, Orange, Peacock, Falcon, Pigeon, Toronto, Sydney, London","Peacock, Canada, Sydney, Pigeon, London, Orange, Falcon",7,"Blue, Peacock",2,0.66
31,1,"Italy, India, France, Blue, Yellow, Orange, Falcon, Sparrow, Penguin, Rome, Berlin, Toronto","Rome, Blue, Berlin, Orange, Yellow, India",6,Brazil,1,0.53
31,2,"Italy, India, France, Blue, Yellow, Orange, Falcon, Sparrow, Penguin, Rome, Berlin, Toronto","Italy, Toronto, India, Berlin, Orange, Blue, Falcon, Penguin",8,"Red, New York, Sydney",3,0.94
31,3,"Italy, India, France, Blue, Yellow, Orange, Falcon, Sparrow, Penguin, Rome, Berlin, Toronto","Rome, Blue, Yellow, Berlin, Sparrow, Falcon, India, France, Italy, Orange, Penguin, Toronto",12,,0,0.75
31,4,"Italy, India, France, Blue, Yellow, Orange, Falcon, Sparrow, Penguin, Rome, Berlin, Toronto","India, Italy, Blue, Sparrow, Toronto, Berlin, Orange",7,"Berlin, Brazil, China",3,0.45
31,5,"Italy, India, France, Blue, Yellow, Orange, Falcon, Sparrow, Penguin, Rome, Berlin, Toronto","Falcon, Yellow, Toronto, France, Berlin, Blue",6,Yellow,1,0.95
31,6,"Italy, India, France, Blue, Yellow, Orange, Falcon, Sparrow, Penguin, Rome, Berlin, Toronto","Orange, Rome, Blue, France, Falcon, Berlin, Italy, Penguin, Yellow, Sparrow, India",11,"Dubai, Italy",2,0.2
32,1,"Germany, Italy, Brazil, White, Black, Brown, Eagle, Parrot, Robin, Cairo, Tokyo, London","London, Parrot, Italy, Eagle, Germany, White, Black, Cairo, Robin, Tokyo",10,,0,0.21
32,2,"Germany, Italy, Brazil, White, Black, Brown, Eagle, Parrot, Robin, Cairo, Tokyo, London","Black, Brazil, Germany, Robin, Tokyo, London, Cairo, Brown",8,Blue,1,0.82
32,3,"Germany, Italy, Brazil, White, Black, Brown, Eagle, Parrot, Robin, Cairo, Tokyo, London","Cairo, Tokyo, London, Brown, Robin, Brazil, Black, Italy, Eagle",9,"White, Blue, India",3,0.56
32,4,"Germany, Italy, Brazil, White, Black, Brown, Eagle, Parrot, Robin, Cairo, Tokyo, London","Black, Italy, Cairo, London, Robin, Tokyo",6,"Purple, Falcon",2,0.61
32,5,"Germany, Italy, Brazil, White, Black, Brown, Eagle, Parrot, Robin, Cairo, Tokyo, London","White, Brown, Cairo, Germany, London, Eagle, Black",7,,0,0.65
32,6,"Germany, Italy, Brazil, White, Black, Brown, Eagle, Parrot, Robin, Cairo, Tokyo, London","London, Cairo, White, Robin, Brazil, Eagle, Black, Tokyo, Italy",9,,0,0.43
33,1,"Brazil, Mexico, India, Black, Red, Green, Eagle, Pigeon, Falcon, Berlin, Dubai, Tokyo","Brazil, Pigeon, Green, Falcon, Black, Berlin, India",7,,0,0.16
33,2,"Brazil, Mexico, India, Black, Red, Green, Eagle, Pigeon, Falcon, Berlin, Dubai, Tokyo","Green, Pigeon, India, Tokyo, Black, Eagle",6,Robin,1,0.42
33,3,"Brazil, Mexico, India, Black, Red, Green, Eagle, Pigeon, Falcon, Berlin, Dubai, Tokyo","Dubai, Black, Red, India, Pigeon, Brazil, Eagle, Mexico, Tokyo, Green, Falcon",11,"Orange, India, Owl",3,0.89
33,4,"Brazil, Mexico, India, Black, Red, Green, Eagle, Pigeon, Falcon, Berlin, Dubai, Tokyo","Black, Eagle, Tokyo, Falcon, Berlin, Green, Red",7,New York,1,0.47
33,5,"Brazil, Mexico, India, Black, Red, Green, Eagle, Pigeon, Falcon, Berlin, Dubai, Tokyo","India, Berlin, Red, Dubai, Black, Pigeon, Tokyo, Eagle, Green, Falcon",10,"France, White",2,0.85
33,6,"Brazil, Mexico, India, Black, Red, Green, Eagle, Pigeon, Falcon, Berlin, Dubai, Tokyo","Berlin, Red, Black, Falcon, Dubai, Eagle, Tokyo",7,"Orange, Parrot",2,0.21
34,1,"Brazil, India, Canada, Orange, Blue, Yellow, Pigeon, Penguin, Eagle, Sydney, Rome, Toronto","Eagle, Yellow, Rome, Pigeon, India, Canada, Orange, Penguin, Blue",9,White,1,0.27
34,2,"Brazil, India, Canada, Orange, Blue, Yellow, Pigeon, Penguin, Eagle, Sydney, Rome, Toronto","Yellow, Eagle, Penguin, Orange, Blue, India, Canada",7,"France, Hawk",2,0.77
34,3,"Brazil, India, Canada, Orange, Blue, Yellow, Pigeon, Penguin, Eagle, Sydney, Rome, Toronto","Eagle, Canada, Sydney, India, Brazil, Pigeon, Rome, Yellow",8,,0,0.81
34,4,"Brazil, India, Canada, Orange, Blue, Yellow, Pigeon, Penguin, Eagle, Sydney, Rome, Toronto","Orange, Rome, Sydney, India, Brazil, Canada, Blue, Yellow",8,,0,0.75
34,5,"Brazil, India, Canada, Orange, Blue, Yellow, Pigeon, Penguin, Eagle, Sydney, Rome, Toronto","Toronto, Brazil, Canada, Orange, Eagle, India, Yellow, Rome, Blue, Pigeon, Sydney",11,"Cairo, White, Brazil",3,0.45
34,6,"Brazil, India, Canada, Orange, Blue, Yellow, Pigeon, Penguin, Eagle, Sydney, Rome, Toronto","Yellow, Pigeon, Blue, Penguin, Canada, Brazil, Sydney, Rome",8,"Hawk, Cairo",2,0.64
35,1,"China, Canada, Brazil, Yellow, Pink, Green, Penguin, Robin, Pigeon, Paris, Sydney, New York","Brazil, Canada, China, Green, Pink, Paris, New York, Penguin",8,,0,0.01
35,2,"China, Canada, Brazil, Yellow, Pink, Green, Penguin, Robin, Pigeon, Paris, Sydney, New York","Green, Brazil, Canada, Robin, Yellow, Pigeon, Paris, Sydney, Pink, Penguin",10,"New York, Germany",2,0.41
35,3,"China, Canada, Brazil, Yellow, Pink, Green, Penguin, Robin, Pigeon, Paris, Sydney, New York","New York, Brazil, Robin, Pigeon, Canada, Penguin, Pink",7,Brown,1,0.87
35,4,"China, Canada, Brazil, Yellow, Pink, Green, Penguin, Robin, Pigeon, Paris, Sydney, New York","China, Yellow, Sydney, Brazil, Green, Canada",6,"Sydney, Italy, Purple",3,0.42
35,5,"China, Canada, Brazil, Yellow, Pink, Green, Penguin, Robin, Pigeon, Paris, Sydney, New York","Sydney, New York, Green, Paris, Canada, Robin, Brazil",7,Brazil,1,0.84
35,6,"China, Canada, Brazil, Yellow, Pink, Green, Penguin, Robin, Pigeon, Paris, Sydney, New York","Green, Yellow, China, Paris, Robin, Sydney, Pigeon, Canada, Penguin, Pink, Brazil",11,,0,0.15
36,1,"Mexico, France, India, Blue, Purple, Green, Hawk, Robin, Pigeon, Toronto, Rome, Cairo","India, Cairo, Blue, Rome, Pigeon, Hawk, Purple, Robin",8,,0,0.67
36,2,"Mexico, France, India, Blue, Purple, Green, Hawk, Robin, Pigeon, Toronto, Rome, Cairo","France, Purple, India, Pigeon, Toronto, Cairo, Rome, Hawk, Mexico, Green, Blue, Robin",12,"Toronto, Red",2,0.14
36,3,"Mexico, France, India, Blue, Purple, Green, Hawk, Robin, Pigeon, Toronto, Rome, Cairo","Purple, Green, Toronto, Mexico, Hawk, Blue, Robin, India",8,"Pigeon, India, Orange",3,0.66
36,4,"Mexico, France, India, Blue, Purple, Green, Hawk, Robin, Pigeon, Toronto, Rome, Cairo","Green, Robin, India, France, Pigeon, Toronto, Mexico, Blue, Cairo, Purple",10,,0,0.71
36,5,"Mexico, France, India, Blue, Purple, Green, Hawk, Robin, Pigeon, Toronto, Rome, Cairo","India, Toronto, Cairo, Mexico, Robin, Hawk, Green, France, Pigeon, Blue, Purple",11,"Spain, Purple, Germany",3,0.12
36,6,"Mexico, France, India, Blue, Purple, Green, Hawk, Robin, Pigeon, Toronto, Rome, Cairo","Purple, Green, Toronto, Rome, Cairo, Pigeon, India, France",8,,0,0.1
37,1,"Mexico, Brazil, Canada, Red, Blue, Pink, Hawk, Pigeon, Falcon, Dubai, Sydney, Paris","Canada, Sydney, Pigeon, Mexico, Blue, Pink, Dubai, Falcon",8,Canada,1,0.18
37,2,"Mexico, Brazil, Canada, Red, Blue, Pink, Hawk, Pigeon, Falcon, Dubai, Sydney, Paris","Falcon, Mexico, Canada, Pigeon, Red, Sydney, Blue, Dubai, Paris",9,"Eagle, Sparrow, Falcon",3,0.66
37,3,"Mexico, Brazil, Canada, Red, Blue, Pink, Hawk, Pigeon, Falcon, Dubai, Sydney, Paris","Hawk, Blue, Red, Pink, Pigeon, Falcon, Sydney, Canada",8,"Italy, Dubai, Peacock",3,0.02
37,4,"Mexico, Brazil, Canada, Red, Blue, Pink, Hawk, Pigeon, Falcon, Dubai, Sydney, Paris","Falcon, Blue, Dubai, Canada, Brazil, Paris, Mexico",7,,0,0.83
37,5,"Mexico, Brazil, Canada, Red, Blue, Pink, Hawk, Pigeon, Falcon, Dubai, Sydney, Paris","Blue, Sydney, Brazil, Mexico, Canada, Paris, Dubai, Pigeon",8,"India, Purple, Penguin",3,0.52
37,6,"Mexico, Brazil, Canada, Red, Blue, Pink, Hawk, Pigeon, Falcon, Dubai, Sydney, Paris","Pink, Mexico, Brazil, Dubai, Hawk, Blue, Falcon",7,"White, Peacock, Red",3,0.25
38,1,"Canada, France, Mexico, White, Brown, Blue, Parrot, Peacock, Pigeon, New York, Toronto, London","Parrot, Blue, London, France, Mexico, White, New York",7,"Dubai, Green, Italy",3,0.15
38,2,"Canada, France, Mexico, White, Brown, Blue, Parrot, Peacock, Pigeon, New York, Toronto, London","London, New York, Peacock, Canada, Mexico, France",6,Eagle,1,0.45
38,3,"Canada, France, Mexico, White, Brown, Blue, Parrot, Peacock, Pigeon, New York, Toronto, London","Peacock, London, Mexico, White, Canada, France, Brown, New York, Parrot",9,Pigeon,1,0.82
38,4,"Canada, France, Mexico, White, Brown, Blue, Parrot, Peacock, Pigeon, New York, Toronto, London","Mexico, London, Pigeon, Toronto, France, Peacock, New York, Blue, Brown, Canada, White",11,"White, Mexico, Hawk",3,0.18
38,5,"Canada, France, Mexico, White, Brown, Blue, Parrot, Peacock, Pigeon, New York, Toronto, London","Mexico, Blue, Brown, Canada, Toronto, France, London, White, New York, Peacock, Pigeon",11,"Toronto, White, Pigeon",3,0.47
38,6,"Canada, France, Mexico, White, Brown, Blue, Parrot, Peacock, Pigeon, New York, Toronto, London","New York, Toronto, Mexico, Pigeon, Peacock, Parrot, France, Blue, Canada",9,,0,0.46
39,1,"France, China, Germany, Orange, Yellow, Purple, Owl, Penguin, Pigeon, Berlin, Cairo, Rome","China, France, Berlin, Pigeon, Owl, Penguin",6,"Falcon, Brazil, Owl",3,0.81
39,2,"France, China, Germany, Orange, Yellow, Purple, Owl, Penguin, Pigeon, Berlin, Cairo, Rome","Berlin, China, Germany, Purple, Cairo, Rome, France, Owl",8,"Owl, France, Toronto",3,0.09
39,3,"France, China, Germany, Orange, Yellow, Purple, Owl, Penguin, Pigeon, Berlin, Cairo, Rome","Orange, Cairo, Yellow, Germany, Penguin, France, Purple",7,Pink,1,0.31
39,4,"France, China, Germany, Orange, Yellow, Purple, Owl, Penguin, Pigeon, Berlin, Cairo, Rome","Orange, Berlin, Pigeon, Rome, Cairo, Owl, France, Germany, Purple, China, Yellow",11,,0,0.06
39,5,"France, China, Germany, Orange, Yellow, Purple, Owl, Penguin, Pigeon, Berlin, Cairo, Rome","China, Owl, Germany, Purple, Cairo, Yellow, France, Orange",8,"Falcon, Peacock, Berlin",3,0.14
39,6,"France, China, Germany, Orange, Yellow, Purple, Owl, Penguin, Pigeon, Berlin, Cairo, Rome","Penguin, France, Berlin, Germany, Owl, Orange, Cairo, Rome, Purple, China, Pigeon, Yellow",12,,0,0.45
40,1,"Japan, India, Italy, Red, Blue, Yellow, Owl, Robin, Parrot, Rome, Sydney, Paris","Parrot, Blue, Italy, Red, Yellow, Japan, Sydney, Paris, India",9,"Tokyo, Germany, India",3,0.82
40,2,"Japan, India, Italy, Red, Blue, Yellow, Owl, Robin, Parrot, Rome, Sydney, Paris","Blue, Japan, Rome, Robin, Italy, Paris, Owl",7,"New York, Robin, Parrot",3,0.16
40,3,"Japan, India, Italy, Red, Blue, Yellow, Owl, Robin, Parrot, Rome, Sydney, Paris","Rome, India, Sydney, Paris, Parrot, Blue, Yellow, Owl, Italy, Robin",10,"Sparrow, New York",2,0.18
40,4,"Japan, India, Italy, Red, Blue, Yellow, Owl, Robin, Parrot, Rome, Sydney, Paris","India, Red, Blue, Paris, Robin, Rome, Italy, Sydney, Parrot, Japan, Yellow",11,"Dubai, Germany, Blue",3,0.88
40,5,"Japan, India, Italy, Red, Blue, Yellow, Owl, Robin, Parrot, Rome, Sydney, Paris","Paris, India, Blue, Italy, Robin, Red, Parrot, Rome, Yellow, Japan",10,,0,0.97
40,6,"Japan, India, Italy, Red, Blue, Yellow, Owl, Robin, Parrot, Rome, Sydney, Paris","Italy, Red, Sydney, Yellow, Rome, Paris",6,"Parrot, Red",2,0.19
41,1,"China, Brazil, Spain, Yellow, Purple, Blue, Robin, Owl, Peacock, Berlin, London, Rome","Brazil, Spain, Peacock, Yellow, Robin, Purple, China, Rome",8,,0,0.19
41,2,"China, Brazil, Spain, Yellow, Purple, Blue, Robin, Owl, Peacock, Berlin, London, Rome","Owl, Yellow, Robin, Blue, Rome, China, Brazil, London",8,"Yellow, Parrot, Hawk",3,0.49
41,3,"China, Brazil, Spain, Yellow, Purple, Blue, Robin, Owl, Peacock, Berlin, London, Rome","Owl, Brazil, London, Purple, Spain, Blue, Rome, Yellow, Peacock, Robin",10,"Cairo, Eagle",2,0.12
41,4,"China, Brazil, Spain, Yellow, Purple, Blue, Robin, Owl, Peacock, Berlin, London, Rome","Rome, London, China, Blue, Yellow, Robin, Peacock",7,"Penguin, Canada",2,0.94
41,5,"China, Brazil, Spain, Yellow, Purple, Blue, Robin, Owl, Peacock, Berlin, London, Rome","China, Robin, Spain, Berlin, London, Yellow, Blue, Brazil",8,"Yellow, Canada, Robin",3,0.54
41,6,"China, Brazil, Spain, Yellow, Purple, Blue, Robin, Owl, Peacock, Berlin, London, Rome","Berlin, Peacock, London, Owl, Purple, Blue, Brazil",7,"Japan, Parrot, White",3,0.05
42,1,"Canada, Mexico, Germany, Red, Pink, Orange, Hawk, Falcon, Parrot, Sydney, London, Berlin","Pink, Orange, Sydney, London, Berlin, Red",6,"Eagle, Yellow",2,0.71
42,2,"Canada, Mexico, Germany, Red, Pink, Orange, Hawk, Falcon, Parrot, Sydney, London, Berlin","London, Falcon, Red, Germany, Hawk, Pink, Mexico",7,"Spain, Eagle, Sydney",3,0.64
42,3,"Canada, Mexico, Germany, Red, Pink, Orange, Hawk, Falcon, Parrot, Sydney, London, Berlin","Orange, Berlin, Red, Germany, Hawk, Falcon, Sydney",7,"Dubai, Canada, Yellow",3,0.71
42,4,"Canada, Mexico, Germany, Red, Pink, Orange, Hawk, Falcon, Parrot, Sydney, London, Berlin","Sydney, Mexico, Red, Pink, Canada, Germany, London, Falcon, Berlin, Parrot",10,,0,0.13
42,5,"Canada, Mexico, Germany, Red, Pink, Orange, Hawk, Falcon, Parrot, Sydney, London, Berlin","Canada, London, Red, Hawk, Orange, Berlin, Pink, Parrot, Falcon",9,"Purple, Dubai, Green",3,0.89
42,6,"Canada, Mexico, Germany, Red, Pink, Orange, Hawk, Falcon, Parrot, Sydney, London, Berlin","Parrot, Canada, Mexico, Germany, Falcon, Berlin",6,,0,0.55
43,1,"Germany, India, Brazil, Black, Purple, Brown, Pigeon, Eagle, Falcon, Sydney, Paris, Rome","Pigeon, Eagle, Purple, Black, India, Paris, Sydney",7,"New York, Robin, Owl",3,0.46
43,2,"Germany, India, Brazil, Black, Purple, Brown, Pigeon, Eagle, Falcon, Sydney, Paris, Rome","Rome, Paris, Falcon, India, Brown, Pigeon, Sydney, Eagle, Brazil, Purple, Black, Germany",12,"Yellow, Parrot, Blue",3,0.43
43,3,"Germany, India, Brazil, Black, Purple, Brown, Pigeon, Eagle, Falcon, Sydney, Paris, Rome","Sydney, Falcon, Black, Eagle, India, Germany, Brazil",7,"Japan, Berlin",2,0.4
43,4,"Germany, India, Brazil, Black, Purple, Brown, Pigeon, Eagle, Falcon, Sydney, Paris, Rome","Falcon, Sydney, Paris, Brazil, India, Black, Rome, Brown, Pigeon, Eagle, Purple, Germany",12,"Sparrow, Brown, Red",3,0.02
43,5,"Germany, India, Brazil, Black, Purple, Brown, Pigeon, Eagle, Falcon, Sydney, Paris, Rome","Brazil, Purple, Pigeon, Black, Germany, Falcon",6,Black,1,0.37
43,6,"Germany, India, Brazil, Black, Purple, Brown, Pigeon, Eagle, Falcon, Sydney, Paris, Rome","Purple, Brown, Paris, Eagle, Sydney, Pigeon, Black, Falcon, Brazil, Rome, Germany, India",12,"Black, Eagle, Pigeon",3,0.41
44,1,"Brazil, Mexico, China, Pink, Brown, Orange, Parrot, Falcon, Penguin, Tokyo, Berlin, Rome","Rome, Orange, Falcon, Tokyo, Mexico, Pink, Penguin, China, Parrot, Brown, Brazil, Berlin",12,"Orange, Pink",2,0.27
